cau_hoi,intent,entities_required,response_type,tra_loi,is_template_row,note
Cho minh xem quy dinh ve lich thi.,lich_thi,"mssv|lop,hoc_ky,nam_hoc",db_query,"Bạn vui lòng cho biết học kỳ, năm học và MSSV (hoặc lớp) để mình tra cứu lịch thi.",1,Bo sung cau hoi mau #23 cho intent lich_thi
Minh muon hoi nhanh ve lich thi.,lich_thi,"mssv|lop,hoc_ky,nam_hoc",db_query,"Bạn vui lòng cho biết học kỳ, năm học và MSSV (hoặc lớp) để mình tra cứu lịch thi.",1,Bo sung cau hoi mau #24 cho intent lich_thi
Thong tin tra cuu lich thi gom nhung gi?,lich_thi,"mssv|lop,hoc_ky,nam_hoc",db_query,"Bạn vui lòng cho biết học kỳ, năm học và MSSV (hoặc lớp) để mình tra cứu lịch thi.",1,Bo sung cau hoi mau #25 cho intent lich_thi
Phòng học hôm nay,phong_hoc,"ma_mon|ten_mon,ngay|tuan,hoc_ky,nam_hoc",db_query,Bạn vui lòng cho biết MSSV (hoặc lớp) và ngày cần xem để mình tra cứu phòng học.,0,
Hôm nay học phòng nào,phong_hoc,"ma_mon|ten_mon,ngay|tuan,hoc_ky,nam_hoc",db_query,Bạn vui lòng cho biết MSSV (hoặc lớp) và ngày cần xem để mình tra cứu phòng học.,0,
Môn X học phòng nào,phong_hoc,"ma_mon|ten_mon,ngay|tuan,hoc_ky,nam_hoc",db_query,Bạn vui lòng cho biết mã môn/tên môn và buổi học (thứ/tiết) để mình tra cứu phòng.,0,
Tra cứu phòng học,phong_hoc,"ma_mon|ten_mon,ngay|tuan,hoc_ky,nam_hoc",db_query,"Bạn vui lòng cho biết MSSV (hoặc lớp), học kỳ và năm học để mình tra cứu phòng học.",0,
Phòng học của lớp mình,phong_hoc,"ma_mon|ten_mon,ngay|tuan,hoc_ky,nam_hoc",db_query,"Bạn vui lòng cho biết lớp, học kỳ và năm học để mình tra cứu phòng học.",0,
Cho minh hoi ve phong hoc duoc khong?,phong_hoc,"ma_mon|ten_mon,ngay|tuan,hoc_ky,nam_hoc",db_query,Bạn vui lòng cho biết MSSV (hoặc lớp) và ngày cần xem để mình tra cứu phòng học.,1,Bo sung cau hoi mau #1 cho intent phong_hoc
phong hoc hien nay nhu the nao?,phong_hoc,"ma_mon|ten_mon,ngay|tuan,hoc_ky,nam_hoc",db_query,Bạn vui lòng cho biết MSSV (hoặc lớp) và ngày cần xem để mình tra cứu phòng học.,1,Bo sung cau hoi mau #2 cho intent phong_hoc
Minh can tra cuu phong hoc.,phong_hoc,"ma_mon|ten_mon,ngay|tuan,hoc_ky,nam_hoc",db_query,Bạn vui lòng cho biết MSSV (hoặc lớp) và ngày cần xem để mình tra cứu phòng học.,1,Bo sung cau hoi mau #3 cho intent phong_hoc
phong hoc ap dung ra sao?,phong_hoc,"ma_mon|ten_mon,ngay|tuan,hoc_ky,nam_hoc",db_query,Bạn vui lòng cho biết MSSV (hoặc lớp) và ngày cần xem để mình tra cứu phòng học.,1,Bo sung cau hoi mau #4 cho intent phong_hoc
Thong tin moi nhat ve phong hoc la gi?,phong_hoc,"ma_mon|ten_mon,ngay|tuan,hoc_ky,nam_hoc",db_query,Bạn vui lòng cho biết MSSV (hoặc lớp) và ngày cần xem để mình tra cứu phòng học.,1,Bo sung cau hoi mau #5 cho intent phong_hoc
Minh muon biet chi tiet phong hoc.,phong_hoc,"ma_mon|ten_mon,ngay|tuan,hoc_ky,nam_hoc",db_query,Bạn vui lòng cho biết MSSV (hoặc lớp) và ngày cần xem để mình tra cứu phòng học.,1,Bo sung cau hoi mau #6 cho intent phong_hoc
phong hoc co thay doi gi khong?,phong_hoc,"ma_mon|ten_mon,ngay|tuan,hoc_ky,nam_hoc",db_query,Bạn vui lòng cho biết MSSV (hoặc lớp) và ngày cần xem để mình tra cứu phòng học.,1,Bo sung cau hoi mau #7 cho intent phong_hoc
Ban ho tro minh phan phong hoc nhe.,phong_hoc,"ma_mon|ten_mon,ngay|tuan,hoc_ky,nam_hoc",db_query,Bạn vui lòng cho biết MSSV (hoặc lớp) và ngày cần xem để mình tra cứu phòng học.,1,Bo sung cau hoi mau #8 cho intent phong_hoc
Cho minh xin huong dan ve phong hoc.,phong_hoc,"ma_mon|ten_mon,ngay|tuan,hoc_ky,nam_hoc",db_query,Bạn vui lòng cho biết MSSV (hoặc lớp) và ngày cần xem để mình tra cứu phòng học.,1,Bo sung cau hoi mau #9 cho intent phong_hoc
Minh dang thac mac ve phong hoc.,phong_hoc,"ma_mon|ten_mon,ngay|tuan,hoc_ky,nam_hoc",db_query,Bạn vui lòng cho biết MSSV (hoặc lớp) và ngày cần xem để mình tra cứu phòng học.,1,Bo sung cau hoi mau #10 cho intent phong_hoc
Tra cuu giup minh phong hoc.,phong_hoc,"ma_mon|ten_mon,ngay|tuan,hoc_ky,nam_hoc",db_query,Bạn vui lòng cho biết MSSV (hoặc lớp) và ngày cần xem để mình tra cứu phòng học.,1,Bo sung cau hoi mau #11 cho intent phong_hoc
phong hoc danh cho sinh vien nhu the nao?,phong_hoc,"ma_mon|ten_mon,ngay|tuan,hoc_ky,nam_hoc",db_query,Bạn vui lòng cho biết MSSV (hoặc lớp) và ngày cần xem để mình tra cứu phòng học.,1,Bo sung cau hoi mau #12 cho intent phong_hoc
Minh can dieu kien lien quan den phong hoc.,phong_hoc,"ma_mon|ten_mon,ngay|tuan,hoc_ky,nam_hoc",db_query,Bạn vui lòng cho biết MSSV (hoặc lớp) và ngày cần xem để mình tra cứu phòng học.,1,Bo sung cau hoi mau #13 cho intent phong_hoc
Ban giai thich giup phong hoc.,phong_hoc,"ma_mon|ten_mon,ngay|tuan,hoc_ky,nam_hoc",db_query,Bạn vui lòng cho biết MSSV (hoặc lớp) và ngày cần xem để mình tra cứu phòng học.,1,Bo sung cau hoi mau #14 cho intent phong_hoc
Minh can thong tin chinh thuc ve phong hoc.,phong_hoc,"ma_mon|ten_mon,ngay|tuan,hoc_ky,nam_hoc",db_query,Bạn vui lòng cho biết MSSV (hoặc lớp) và ngày cần xem để mình tra cứu phòng học.,1,Bo sung cau hoi mau #15 cho intent phong_hoc
Cho minh hoi them ve phong hoc.,phong_hoc,"ma_mon|ten_mon,ngay|tuan,hoc_ky,nam_hoc",db_query,Bạn vui lòng cho biết MSSV (hoặc lớp) và ngày cần xem để mình tra cứu phòng học.,1,Bo sung cau hoi mau #16 cho intent phong_hoc
Minh muon kiem tra lai phong hoc.,phong_hoc,"ma_mon|ten_mon,ngay|tuan,hoc_ky,nam_hoc",db_query,Bạn vui lòng cho biết MSSV (hoặc lớp) và ngày cần xem để mình tra cứu phòng học.,1,Bo sung cau hoi mau #17 cho intent phong_hoc
Tu van giup minh phong hoc.,phong_hoc,"ma_mon|ten_mon,ngay|tuan,hoc_ky,nam_hoc",db_query,Bạn vui lòng cho biết MSSV (hoặc lớp) và ngày cần xem để mình tra cứu phòng học.,1,Bo sung cau hoi mau #18 cho intent phong_hoc
Minh can cap nhat phong hoc.,phong_hoc,"ma_mon|ten_mon,ngay|tuan,hoc_ky,nam_hoc",db_query,Bạn vui lòng cho biết MSSV (hoặc lớp) và ngày cần xem để mình tra cứu phòng học.,1,Bo sung cau hoi mau #19 cho intent phong_hoc
Ban cho minh biet phong hoc voi.,phong_hoc,"ma_mon|ten_mon,ngay|tuan,hoc_ky,nam_hoc",db_query,Bạn vui lòng cho biết MSSV (hoặc lớp) và ngày cần xem để mình tra cứu phòng học.,1,Bo sung cau hoi mau #20 cho intent phong_hoc
phong hoc co nhung diem can luu y nao?,phong_hoc,"ma_mon|ten_mon,ngay|tuan,hoc_ky,nam_hoc",db_query,Bạn vui lòng cho biết MSSV (hoặc lớp) và ngày cần xem để mình tra cứu phòng học.,1,Bo sung cau hoi mau #21 cho intent phong_hoc
Huong dan thuc hien phong hoc.,phong_hoc,"ma_mon|ten_mon,ngay|tuan,hoc_ky,nam_hoc",db_query,Bạn vui lòng cho biết MSSV (hoặc lớp) và ngày cần xem để mình tra cứu phòng học.,1,Bo sung cau hoi mau #22 cho intent phong_hoc
Cho minh xem quy dinh ve phong hoc.,phong_hoc,"ma_mon|ten_mon,ngay|tuan,hoc_ky,nam_hoc",db_query,Bạn vui lòng cho biết MSSV (hoặc lớp) và ngày cần xem để mình tra cứu phòng học.,1,Bo sung cau hoi mau #23 cho intent phong_hoc
Minh muon hoi nhanh ve phong hoc.,phong_hoc,"ma_mon|ten_mon,ngay|tuan,hoc_ky,nam_hoc",db_query,Bạn vui lòng cho biết MSSV (hoặc lớp) và ngày cần xem để mình tra cứu phòng học.,1,Bo sung cau hoi mau #24 cho intent phong_hoc
Thong tin tra cuu phong hoc gom nhung gi?,phong_hoc,"ma_mon|ten_mon,ngay|tuan,hoc_ky,nam_hoc",db_query,Bạn vui lòng cho biết MSSV (hoặc lớp) và ngày cần xem để mình tra cứu phòng học.,1,Bo sung cau hoi mau #25 cho intent phong_hoc
Quy chế đào tạo,quy_che_dao_tao,chu_de_quy_che,faq,Bạn vui lòng cho biết chương trình đào tạo và năm học áp dụng để mình cung cấp đúng quy chế.,0,
Cho xem quy chế đào tạo,quy_che_dao_tao,chu_de_quy_che,faq,Bạn vui lòng cho biết chương trình đào tạo và năm học áp dụng để mình cung cấp đúng quy chế.,0,
Quy chế đào tạo là gì,quy_che_dao_tao,chu_de_quy_che,faq,Bạn vui lòng cho biết chương trình đào tạo và năm học áp dụng để mình cung cấp đúng quy chế.,0,
Xem quy chế đào tạo ở đâu,quy_che_dao_tao,chu_de_quy_che,faq,Bạn muốn xem trên website hay cổng sinh viên (portal) ạ?,0,
Quy chế đào tạo hiện hành,quy_che_dao_tao,chu_de_quy_che,faq,Bạn vui lòng cho biết chương trình đào tạo và năm học áp dụng để mình cung cấp đúng quy chế.,0,
Cho minh hoi ve quy che dao tao duoc khong?,quy_che_dao_tao,chu_de_quy_che,faq,Bạn vui lòng cho biết chương trình đào tạo và năm học áp dụng để mình cung cấp đúng quy chế.,1,Bo sung cau hoi mau #1 cho intent quy_che_dao_tao
quy che dao tao hien nay nhu the nao?,quy_che_dao_tao,chu_de_quy_che,faq,Bạn vui lòng cho biết chương trình đào tạo và năm học áp dụng để mình cung cấp đúng quy chế.,1,Bo sung cau hoi mau #2 cho intent quy_che_dao_tao
Minh can tra cuu quy che dao tao.,quy_che_dao_tao,chu_de_quy_che,faq,Bạn vui lòng cho biết chương trình đào tạo và năm học áp dụng để mình cung cấp đúng quy chế.,1,Bo sung cau hoi mau #3 cho intent quy_che_dao_tao
quy che dao tao ap dung ra sao?,quy_che_dao_tao,chu_de_quy_che,faq,Bạn vui lòng cho biết chương trình đào tạo và năm học áp dụng để mình cung cấp đúng quy chế.,1,Bo sung cau hoi mau #4 cho intent quy_che_dao_tao
Thong tin moi nhat ve quy che dao tao la gi?,quy_che_dao_tao,chu_de_quy_che,faq,Bạn vui lòng cho biết chương trình đào tạo và năm học áp dụng để mình cung cấp đúng quy chế.,1,Bo sung cau hoi mau #5 cho intent quy_che_dao_tao
Minh muon biet chi tiet quy che dao tao.,quy_che_dao_tao,chu_de_quy_che,faq,Bạn vui lòng cho biết chương trình đào tạo và năm học áp dụng để mình cung cấp đúng quy chế.,1,Bo sung cau hoi mau #6 cho intent quy_che_dao_tao
quy che dao tao co thay doi gi khong?,quy_che_dao_tao,chu_de_quy_che,faq,Bạn vui lòng cho biết chương trình đào tạo và năm học áp dụng để mình cung cấp đúng quy chế.,1,Bo sung cau hoi mau #7 cho intent quy_che_dao_tao
Ban ho tro minh phan quy che dao tao nhe.,quy_che_dao_tao,chu_de_quy_che,faq,Bạn vui lòng cho biết chương trình đào tạo và năm học áp dụng để mình cung cấp đúng quy chế.,1,Bo sung cau hoi mau #8 cho intent quy_che_dao_tao
Cho minh xin huong dan ve quy che dao tao.,quy_che_dao_tao,chu_de_quy_che,faq,Bạn vui lòng cho biết chương trình đào tạo và năm học áp dụng để mình cung cấp đúng quy chế.,1,Bo sung cau hoi mau #9 cho intent quy_che_dao_tao
Minh dang thac mac ve quy che dao tao.,quy_che_dao_tao,chu_de_quy_che,faq,Bạn vui lòng cho biết chương trình đào tạo và năm học áp dụng để mình cung cấp đúng quy chế.,1,Bo sung cau hoi mau #10 cho intent quy_che_dao_tao
Tra cuu giup minh quy che dao tao.,quy_che_dao_tao,chu_de_quy_che,faq,Bạn vui lòng cho biết chương trình đào tạo và năm học áp dụng để mình cung cấp đúng quy chế.,1,Bo sung cau hoi mau #11 cho intent quy_che_dao_tao
quy che dao tao danh cho sinh vien nhu the nao?,quy_che_dao_tao,chu_de_quy_che,faq,Bạn vui lòng cho biết chương trình đào tạo và năm học áp dụng để mình cung cấp đúng quy chế.,1,Bo sung cau hoi mau #12 cho intent quy_che_dao_tao
Minh can dieu kien lien quan den quy che dao tao.,quy_che_dao_tao,chu_de_quy_che,faq,Bạn vui lòng cho biết chương trình đào tạo và năm học áp dụng để mình cung cấp đúng quy chế.,1,Bo sung cau hoi mau #13 cho intent quy_che_dao_tao
Ban giai thich giup quy che dao tao.,quy_che_dao_tao,chu_de_quy_che,faq,Bạn vui lòng cho biết chương trình đào tạo và năm học áp dụng để mình cung cấp đúng quy chế.,1,Bo sung cau hoi mau #14 cho intent quy_che_dao_tao
Minh can thong tin chinh thuc ve quy che dao tao.,quy_che_dao_tao,chu_de_quy_che,faq,Bạn vui lòng cho biết chương trình đào tạo và năm học áp dụng để mình cung cấp đúng quy chế.,1,Bo sung cau hoi mau #15 cho intent quy_che_dao_tao
Cho minh hoi them ve quy che dao tao.,quy_che_dao_tao,chu_de_quy_che,faq,Bạn vui lòng cho biết chương trình đào tạo và năm học áp dụng để mình cung cấp đúng quy chế.,1,Bo sung cau hoi mau #16 cho intent quy_che_dao_tao
Minh muon kiem tra lai quy che dao tao.,quy_che_dao_tao,chu_de_quy_che,faq,Bạn vui lòng cho biết chương trình đào tạo và năm học áp dụng để mình cung cấp đúng quy chế.,1,Bo sung cau hoi mau #17 cho intent quy_che_dao_tao
Tu van giup minh quy che dao tao.,quy_che_dao_tao,chu_de_quy_che,faq,Bạn vui lòng cho biết chương trình đào tạo và năm học áp dụng để mình cung cấp đúng quy chế.,1,Bo sung cau hoi mau #18 cho intent quy_che_dao_tao
Minh can cap nhat quy che dao tao.,quy_che_dao_tao,chu_de_quy_che,faq,Bạn vui lòng cho biết chương trình đào tạo và năm học áp dụng để mình cung cấp đúng quy chế.,1,Bo sung cau hoi mau #19 cho intent quy_che_dao_tao
Ban cho minh biet quy che dao tao voi.,quy_che_dao_tao,chu_de_quy_che,faq,Bạn vui lòng cho biết chương trình đào tạo và năm học áp dụng để mình cung cấp đúng quy chế.,1,Bo sung cau hoi mau #20 cho intent quy_che_dao_tao
quy che dao tao co nhung diem can luu y nao?,quy_che_dao_tao,chu_de_quy_che,faq,Bạn vui lòng cho biết chương trình đào tạo và năm học áp dụng để mình cung cấp đúng quy chế.,1,Bo sung cau hoi mau #21 cho intent quy_che_dao_tao
Huong dan thuc hien quy che dao tao.,quy_che_dao_tao,chu_de_quy_che,faq,Bạn vui lòng cho biết chương trình đào tạo và năm học áp dụng để mình cung cấp đúng quy chế.,1,Bo sung cau hoi mau #22 cho intent quy_che_dao_tao
Cho minh xem quy dinh ve quy che dao tao.,quy_che_dao_tao,chu_de_quy_che,faq,Bạn vui lòng cho biết chương trình đào tạo và năm học áp dụng để mình cung cấp đúng quy chế.,1,Bo sung cau hoi mau #23 cho intent quy_che_dao_tao
Minh muon hoi nhanh ve quy che dao tao.,quy_che_dao_tao,chu_de_quy_che,faq,Bạn vui lòng cho biết chương trình đào tạo và năm học áp dụng để mình cung cấp đúng quy chế.,1,Bo sung cau hoi mau #24 cho intent quy_che_dao_tao
Thong tin tra cuu quy che dao tao gom nhung gi?,quy_che_dao_tao,chu_de_quy_che,faq,Bạn vui lòng cho biết chương trình đào tạo và năm học áp dụng để mình cung cấp đúng quy chế.,1,Bo sung cau hoi mau #25 cho intent quy_che_dao_tao
Quy định thi lại,quy_dinh_thi_lai_hoc_lai,ma_mon|ten_mon,faq,Bạn vui lòng cho biết môn học và học kỳ/năm học áp dụng để mình tra cứu quy định.,0,
Quy định học lại,quy_dinh_thi_lai_hoc_lai,ma_mon|ten_mon,faq,Bạn vui lòng cho biết môn học và học kỳ/năm học áp dụng để mình tra cứu quy định.,0,
Rớt môn thì làm sao,quy_dinh_thi_lai_hoc_lai,ma_mon|ten_mon,faq,Bạn vui lòng cho biết môn học và học kỳ/năm học để mình hướng dẫn theo quy định.,0,
Thi lại tối đa mấy lần,quy_dinh_thi_lai_hoc_lai,ma_mon|ten_mon,faq,Bạn vui lòng cho biết môn học để mình tra cứu quy định.,0,
Học lại có giới hạn không,quy_dinh_thi_lai_hoc_lai,ma_mon|ten_mon,faq,Bạn vui lòng cho biết môn học để mình tra cứu quy định.,0,
Cho minh hoi ve quy dinh thi lai va hoc lai duoc khong?,quy_dinh_thi_lai_hoc_lai,ma_mon|ten_mon,faq,Bạn vui lòng cho biết môn học và học kỳ/năm học áp dụng để mình tra cứu quy định.,1,Bo sung cau hoi mau #1 cho intent quy_dinh_thi_lai_hoc_lai
quy dinh thi lai va hoc lai hien nay nhu the nao?,quy_dinh_thi_lai_hoc_lai,ma_mon|ten_mon,faq,Bạn vui lòng cho biết môn học và học kỳ/năm học áp dụng để mình tra cứu quy định.,1,Bo sung cau hoi mau #2 cho intent quy_dinh_thi_lai_hoc_lai
Minh can tra cuu quy dinh thi lai va hoc lai.,quy_dinh_thi_lai_hoc_lai,ma_mon|ten_mon,faq,Bạn vui lòng cho biết môn học và học kỳ/năm học áp dụng để mình tra cứu quy định.,1,Bo sung cau hoi mau #3 cho intent quy_dinh_thi_lai_hoc_lai
quy dinh thi lai va hoc lai ap dung ra sao?,quy_dinh_thi_lai_hoc_lai,ma_mon|ten_mon,faq,Bạn vui lòng cho biết môn học và học kỳ/năm học áp dụng để mình tra cứu quy định.,1,Bo sung cau hoi mau #4 cho intent quy_dinh_thi_lai_hoc_lai
Thong tin moi nhat ve quy dinh thi lai va hoc lai la gi?,quy_dinh_thi_lai_hoc_lai,ma_mon|ten_mon,faq,Bạn vui lòng cho biết môn học và học kỳ/năm học áp dụng để mình tra cứu quy định.,1,Bo sung cau hoi mau #5 cho intent quy_dinh_thi_lai_hoc_lai
Minh muon biet chi tiet quy dinh thi lai va hoc lai.,quy_dinh_thi_lai_hoc_lai,ma_mon|ten_mon,faq,Bạn vui lòng cho biết môn học và học kỳ/năm học áp dụng để mình tra cứu quy định.,1,Bo sung cau hoi mau #6 cho intent quy_dinh_thi_lai_hoc_lai
quy dinh thi lai va hoc lai co thay doi gi khong?,quy_dinh_thi_lai_hoc_lai,ma_mon|ten_mon,faq,Bạn vui lòng cho biết môn học và học kỳ/năm học áp dụng để mình tra cứu quy định.,1,Bo sung cau hoi mau #7 cho intent quy_dinh_thi_lai_hoc_lai
Ban ho tro minh phan quy dinh thi lai va hoc lai nhe.,quy_dinh_thi_lai_hoc_lai,ma_mon|ten_mon,faq,Bạn vui lòng cho biết môn học và học kỳ/năm học áp dụng để mình tra cứu quy định.,1,Bo sung cau hoi mau #8 cho intent quy_dinh_thi_lai_hoc_lai
Cho minh xin huong dan ve quy dinh thi lai va hoc lai.,quy_dinh_thi_lai_hoc_lai,ma_mon|ten_mon,faq,Bạn vui lòng cho biết môn học và học kỳ/năm học áp dụng để mình tra cứu quy định.,1,Bo sung cau hoi mau #9 cho intent quy_dinh_thi_lai_hoc_lai
Minh dang thac mac ve quy dinh thi lai va hoc lai.,quy_dinh_thi_lai_hoc_lai,ma_mon|ten_mon,faq,Bạn vui lòng cho biết môn học và học kỳ/năm học áp dụng để mình tra cứu quy định.,1,Bo sung cau hoi mau #10 cho intent quy_dinh_thi_lai_hoc_lai
Tra cuu giup minh quy dinh thi lai va hoc lai.,quy_dinh_thi_lai_hoc_lai,ma_mon|ten_mon,faq,Bạn vui lòng cho biết môn học và học kỳ/năm học áp dụng để mình tra cứu quy định.,1,Bo sung cau hoi mau #11 cho intent quy_dinh_thi_lai_hoc_lai
quy dinh thi lai va hoc lai danh cho sinh vien nhu the nao?,quy_dinh_thi_lai_hoc_lai,ma_mon|ten_mon,faq,Bạn vui lòng cho biết môn học và học kỳ/năm học áp dụng để mình tra cứu quy định.,1,Bo sung cau hoi mau #12 cho intent quy_dinh_thi_lai_hoc_lai
Minh can dieu kien lien quan den quy dinh thi lai va hoc lai.,quy_dinh_thi_lai_hoc_lai,ma_mon|ten_mon,faq,Bạn vui lòng cho biết môn học và học kỳ/năm học áp dụng để mình tra cứu quy định.,1,Bo sung cau hoi mau #13 cho intent quy_dinh_thi_lai_hoc_lai
Ban giai thich giup quy dinh thi lai va hoc lai.,quy_dinh_thi_lai_hoc_lai,ma_mon|ten_mon,faq,Bạn vui lòng cho biết môn học và học kỳ/năm học áp dụng để mình tra cứu quy định.,1,Bo sung cau hoi mau #14 cho intent quy_dinh_thi_lai_hoc_lai
Minh can thong tin chinh thuc ve quy dinh thi lai va hoc lai.,quy_dinh_thi_lai_hoc_lai,ma_mon|ten_mon,faq,Bạn vui lòng cho biết môn học và học kỳ/năm học áp dụng để mình tra cứu quy định.,1,Bo sung cau hoi mau #15 cho intent quy_dinh_thi_lai_hoc_lai
Cho minh hoi them ve quy dinh thi lai va hoc lai.,quy_dinh_thi_lai_hoc_lai,ma_mon|ten_mon,faq,Bạn vui lòng cho biết môn học và học kỳ/năm học áp dụng để mình tra cứu quy định.,1,Bo sung cau hoi mau #16 cho intent quy_dinh_thi_lai_hoc_lai
Minh muon kiem tra lai quy dinh thi lai va hoc lai.,quy_dinh_thi_lai_hoc_lai,ma_mon|ten_mon,faq,Bạn vui lòng cho biết môn học và học kỳ/năm học áp dụng để mình tra cứu quy định.,1,Bo sung cau hoi mau #17 cho intent quy_dinh_thi_lai_hoc_lai
Tu van giup minh quy dinh thi lai va hoc lai.,quy_dinh_thi_lai_hoc_lai,ma_mon|ten_mon,faq,Bạn vui lòng cho biết môn học và học kỳ/năm học áp dụng để mình tra cứu quy định.,1,Bo sung cau hoi mau #18 cho intent quy_dinh_thi_lai_hoc_lai
Minh can cap nhat quy dinh thi lai va hoc lai.,quy_dinh_thi_lai_hoc_lai,ma_mon|ten_mon,faq,Bạn vui lòng cho biết môn học và học kỳ/năm học áp dụng để mình tra cứu quy định.,1,Bo sung cau hoi mau #19 cho intent quy_dinh_thi_lai_hoc_lai
Ban cho minh biet quy dinh thi lai va hoc lai voi.,quy_dinh_thi_lai_hoc_lai,ma_mon|ten_mon,faq,Bạn vui lòng cho biết môn học và học kỳ/năm học áp dụng để mình tra cứu quy định.,1,Bo sung cau hoi mau #20 cho intent quy_dinh_thi_lai_hoc_lai
quy dinh thi lai va hoc lai co nhung diem can luu y nao?,quy_dinh_thi_lai_hoc_lai,ma_mon|ten_mon,faq,Bạn vui lòng cho biết môn học và học kỳ/năm học áp dụng để mình tra cứu quy định.,1,Bo sung cau hoi mau #21 cho intent quy_dinh_thi_lai_hoc_lai
Huong dan thuc hien quy dinh thi lai va hoc lai.,quy_dinh_thi_lai_hoc_lai,ma_mon|ten_mon,faq,Bạn vui lòng cho biết môn học và học kỳ/năm học áp dụng để mình tra cứu quy định.,1,Bo sung cau hoi mau #22 cho intent quy_dinh_thi_lai_hoc_lai
Cho minh xem quy dinh ve quy dinh thi lai va hoc lai.,quy_dinh_thi_lai_hoc_lai,ma_mon|ten_mon,faq,Bạn vui lòng cho biết môn học và học kỳ/năm học áp dụng để mình tra cứu quy định.,1,Bo sung cau hoi mau #23 cho intent quy_dinh_thi_lai_hoc_lai
Minh muon hoi nhanh ve quy dinh thi lai va hoc lai.,quy_dinh_thi_lai_hoc_lai,ma_mon|ten_mon,faq,Bạn vui lòng cho biết môn học và học kỳ/năm học áp dụng để mình tra cứu quy định.,1,Bo sung cau hoi mau #24 cho intent quy_dinh_thi_lai_hoc_lai
Thong tin tra cuu quy dinh thi lai va hoc lai gom nhung gi?,quy_dinh_thi_lai_hoc_lai,ma_mon|ten_mon,faq,Bạn vui lòng cho biết môn học và học kỳ/năm học áp dụng để mình tra cứu quy định.,1,Bo sung cau hoi mau #25 cho intent quy_dinh_thi_lai_hoc_lai
Khi nào đóng học phí,thoi_gian_dong_hoc_phi,"hoc_ky,nam_hoc",faq,Bạn vui lòng cho biết học kỳ và năm học để mình tra cứu thời gian đóng học phí.,0,
Hạn đóng học phí là khi nào,thoi_gian_dong_hoc_phi,"hoc_ky,nam_hoc",faq,Bạn vui lòng cho biết học kỳ và năm học để mình tra cứu hạn đóng học phí.,0,
Thời gian đóng học phí kỳ này,thoi_gian_dong_hoc_phi,"hoc_ky,nam_hoc",faq,Bạn vui lòng cho biết học kỳ và năm học để mình tra cứu thời gian đóng học phí.,0,
Đóng học phí lúc nào,thoi_gian_dong_hoc_phi,"hoc_ky,nam_hoc",faq,Bạn vui lòng cho biết học kỳ và năm học để mình tra cứu thời gian đóng học phí.,0,
Deadline đóng học phí,thoi_gian_dong_hoc_phi,"hoc_ky,nam_hoc",faq,Bạn vui lòng cho biết học kỳ và năm học để mình tra cứu hạn đóng học phí.,0,
Cho minh hoi ve thoi gian dong hoc phi duoc khong?,thoi_gian_dong_hoc_phi,"hoc_ky,nam_hoc",faq,Bạn vui lòng cho biết học kỳ và năm học để mình tra cứu thời gian đóng học phí.,1,Bo sung cau hoi mau #1 cho intent thoi_gian_dong_hoc_phi
thoi gian dong hoc phi hien nay nhu the nao?,thoi_gian_dong_hoc_phi,"hoc_ky,nam_hoc",faq,Bạn vui lòng cho biết học kỳ và năm học để mình tra cứu thời gian đóng học phí.,1,Bo sung cau hoi mau #2 cho intent thoi_gian_dong_hoc_phi
Minh can tra cuu thoi gian dong hoc phi.,thoi_gian_dong_hoc_phi,"hoc_ky,nam_hoc",faq,Bạn vui lòng cho biết học kỳ và năm học để mình tra cứu thời gian đóng học phí.,1,Bo sung cau hoi mau #3 cho intent thoi_gian_dong_hoc_phi
thoi gian dong hoc phi ap dung ra sao?,thoi_gian_dong_hoc_phi,"hoc_ky,nam_hoc",faq,Bạn vui lòng cho biết học kỳ và năm học để mình tra cứu thời gian đóng học phí.,1,Bo sung cau hoi mau #4 cho intent thoi_gian_dong_hoc_phi
Thong tin moi nhat ve thoi gian dong hoc phi la gi?,thoi_gian_dong_hoc_phi,"hoc_ky,nam_hoc",faq,Bạn vui lòng cho biết học kỳ và năm học để mình tra cứu thời gian đóng học phí.,1,Bo sung cau hoi mau #5 cho intent thoi_gian_dong_hoc_phi
Minh muon biet chi tiet thoi gian dong hoc phi.,thoi_gian_dong_hoc_phi,"hoc_ky,nam_hoc",faq,Bạn vui lòng cho biết học kỳ và năm học để mình tra cứu thời gian đóng học phí.,1,Bo sung cau hoi mau #6 cho intent thoi_gian_dong_hoc_phi
thoi gian dong hoc phi co thay doi gi khong?,thoi_gian_dong_hoc_phi,"hoc_ky,nam_hoc",faq,Bạn vui lòng cho biết học kỳ và năm học để mình tra cứu thời gian đóng học phí.,1,Bo sung cau hoi mau #7 cho intent thoi_gian_dong_hoc_phi
Ban ho tro minh phan thoi gian dong hoc phi nhe.,thoi_gian_dong_hoc_phi,"hoc_ky,nam_hoc",faq,Bạn vui lòng cho biết học kỳ và năm học để mình tra cứu thời gian đóng học phí.,1,Bo sung cau hoi mau #8 cho intent thoi_gian_dong_hoc_phi
Cho minh xin huong dan ve thoi gian dong hoc phi.,thoi_gian_dong_hoc_phi,"hoc_ky,nam_hoc",faq,Bạn vui lòng cho biết học kỳ và năm học để mình tra cứu thời gian đóng học phí.,1,Bo sung cau hoi mau #9 cho intent thoi_gian_dong_hoc_phi
